Fund ID,Department ID,Program ID,Account ID,Fund Name,Department,Description,2013 Actual,2014 Actual,2015 Actual
2181,44560,101,530656,Pub Hlth Emerg Prep 2014‐15,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-4,696"
2181,44560,101,540690,Pub Hlth Emerg Prep 2014‐15,HEALTH ‐ Health Grants,Telecommunication Charges,‐,‐,-699
2181,44560,101,550605,Pub Hlth Emerg Prep 2014‐15,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,‐,‐,-372
2181,44560,101,560631,Pub Hlth Emerg Prep 2014‐15,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,"-1,461"
2181,44560,101,570666,Pub Hlth Emerg Prep 2014‐15,HEALTH ‐ Health Grants,Grant Related Equipment,‐,‐,-550
2182,44560,101,510501,Pub Hlth Emerg Prep 2015‐16,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-18,383"
2182,44560,101,530650,Pub Hlth Emerg Prep 2015‐16,HEALTH ‐ Health Grants,Conferences Training,‐,‐,-482
2182,44560,101,530656,Pub Hlth Emerg Prep 2015‐16,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-3,960"
2182,44560,101,540690,Pub Hlth Emerg Prep 2015‐16,HEALTH ‐ Health Grants,Telecommunication Charges,‐,‐,-798
2182,44560,101,550605,Pub Hlth Emerg Prep 2015‐16,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,‐,‐,-74
2182,44560,101,560631,Pub Hlth Emerg Prep 2015‐16,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,-667
2182,44560,101,570666,Pub Hlth Emerg Prep 2015‐16,HEALTH ‐ Health Grants,Grant Related Equipment,‐,‐,-100
2183,44560,101,510501,Pub Hlth Emerg Prep 2016‐17,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2183,44560,101,530656,Pub Hlth Emerg Prep 2016‐17,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,‐
2183,44560,101,540690,Pub Hlth Emerg Prep 2016‐17,HEALTH ‐ Health Grants,Telecommunication Charges,‐,‐,‐
2183,44560,101,550605,Pub Hlth Emerg Prep 2016‐17,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,‐,‐,‐
2183,44560,101,560631,Pub Hlth Emerg Prep 2016‐17,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,‐
2184,44560,101,510501,Pub Hlth Emrg Prep 2015‐16,HEALTH ‐ Health Grants,Regular Salaries,"-22,054",‐,‐
2184,44560,101,530650,Pub Hlth Emrg Prep 2015‐16,HEALTH ‐ Health Grants,Conferences Training,-794,‐,‐
2184,44560,101,530656,Pub Hlth Emrg Prep 2015‐16,HEALTH ‐ Health Grants,Grant Contractuals,"-5,260",‐,‐
2184,44560,101,540690,Pub Hlth Emrg Prep 2015‐16,HEALTH ‐ Health Grants,Telecommunication Charges,-925,‐,‐
2184,44560,101,550605,Pub Hlth Emrg Prep 2015‐16,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,‐,‐,‐
2184,44560,101,560631,Pub Hlth Emrg Prep 2015‐16,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,‐
2185,44560,101,510501,Teen Preg Prevent 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,"-5,772",‐,‐
2185,44560,101,520522,Teen Preg Prevent 2013‐14,HEALTH ‐ Health Grants,Social Security Expense,"-2,620",‐,‐
2186,44560,101,510501,Teen Preg Prevent 2014‐15,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-3,540"
2186,44560,101,520999,Teen Preg Prevent 2014‐15,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,"-2,720"
2186,44560,101,530656,Teen Preg Prevent 2014‐15,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-10,748"
2186,44560,101,560631,Teen Preg Prevent 2014‐15,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,-55
2187,44560,101,510501,Teen Preg Prevent 2015‐16,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-3,096"
2187,44560,101,520999,Teen Preg Prevent 2015‐16,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,-929
2187,44560,101,530656,Teen Preg Prevent 2015‐16,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-3,050"
2187,44560,101,550601,Teen Preg Prevent 2015‐16,HEALTH ‐ Health Grants,Printing,‐,‐,-348
2188,44560,101,510501,Teen Preg Prevent 2016‐17,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2188,44560,101,520999,Teen Preg Prevent 2016‐17,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,‐
2188,44560,101,530656,Teen Preg Prevent 2016‐17,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,‐
2189,44560,101,510501,Teen Preg Prevent 2017‐18,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2189,44560,101,530656,Teen Preg Prevent 2017‐18,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,‐
2189,44560,101,560631,Teen Preg Prevent 2017‐18,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,‐
2190,44560,101,510501,IL Tobacco Free 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,"-8,075",‐,‐
2190,44560,101,550601,IL Tobacco Free 2013‐14,HEALTH ‐ Health Grants,Printing,-260,‐,‐
2191,44560,101,510501,IL Tobacco Free 2014‐15,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-3,008"
2191,44560,101,530656,IL Tobacco Free 2014‐15,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-5,119"
2191,44560,101,550605,IL Tobacco Free 2014‐15,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,‐,‐,-105
2191,44560,101,560631,IL Tobacco Free 2014‐15,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,"-1,675"
2192,44560,101,510501,IL Tobacco Free 2015‐16,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-2,584"
2192,44560,101,520999,IL Tobacco Free 2015‐16,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,-775
2192,44560,101,530656,IL Tobacco Free 2015‐16,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,-203
2193,44560,101,510501,IL Tobacco Free 2016‐17,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2193,44560,101,520999,IL Tobacco Free 2016‐17,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,‐
2193,44560,101,530656,IL Tobacco Free 2016‐17,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,‐
2194,44560,101,510501,IL Tobacco Free 2017‐18,HEALTH ‐ Health Grants,Regular Salaries,"-7,866",‐,‐
2194,44560,101,550601,IL Tobacco Free 2017‐18,HEALTH ‐ Health Grants,Printing,-423,‐,‐
2194,44560,101,520999,IL Tobacco Free 2017‐18,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,‐
2194,44560,101,530656,IL Tobacco Free 2017‐18,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,‐
2194,44560,101,550603,IL Tobacco Free 2017‐18,HEALTH ‐ Health Grants,Postage,-754,‐,‐
2194,44560,101,550605,IL Tobacco Free 2012‐13,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,-141,‐,‐
2194,44560,101,560631,IL Tobacco Free 2012‐13,HEALTH ‐ Health Grants,Operational Supplies,"-3,687",‐,‐
2196,44560,101,510501,Medicaid Claim ‐B,HEALTH ‐ Health Grants,Regular Salaries,"-20,525",‐,‐
2197,44560,101,530656,PH Prep against EBOLA 15‐16,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-5,562"
2198,44560,101,510501,Body Art 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,-863,‐,‐
5056,43760,796,530650,Keep Oak Park Beautiful,DPW ‐ Environmental Services,Conferences Training,"-1,927","-1,551",-645
5056,43760,796,530660,Keep Oak Park Beautiful,DPW ‐ Environmental Services,General Contractuals,"-1,349",‐,‐
5056,43760,796,530667,Keep Oak Park Beautiful,DPW ‐ Environmental Services,External Support,-991,"-2,773",-591
5056,43760,101,550601,Keep Oak Park Beautiful,DPW ‐ Environmental Services,Printing,-85,‐,‐
5056,43760,796,550601,Keep Oak Park Beautiful,DPW ‐ Environmental Services,Printing,"-2,358",‐,‐
5056,43760,796,550602,Keep Oak Park Beautiful,DPW ‐ Environmental Services,Membership Dues,‐,-250,‐
5056,43760,796,560631,Keep Oak Park Beautiful,DPW ‐ Environmental Services,Operational Supplies,"-5,281",-922,"-4,554"
5056,43760,796,570667,Keep Oak Park Beautiful,DPW ‐ Environmental Services,Grant Expenses,‐,-525,‐
2079,46206,101,585612,Cook County Lead Hazard Prevention DCS,DCS Neighborhood Services,Lead Hazard Control Grants,0,0,0
2072,46201,101,530649,Madison Street TIF Fund,Finance,Sales Tax Rebate,"-29,518",‐,‐
2072,41070,101,530667,Madison Street TIF Fund,Finance,External Support,"-9,065","-18,664","-72,329"
2072,46202,101,530667,Madison Street TIF Fund,Finance,External Support,-556,‐,‐
2072,46205,101,530667,Madison Street TIF Fund,Finance,External Support,"-1,014",‐,‐
2072,46202,101,550652,Madison Street TIF Fund,Finance,Legal Postings and Doc. Fees,‐,"-2,259",‐
2072,41300,101,570698,Madison Street TIF Fund,Finance,Economic Development Initiativ,‐,"-32,411","-250,000"
2072,41300,101,570707,Madison Street TIF Fund,Finance,Capital Improvements,‐,‐,"-154,488"
2072,41300,101,580680,Madison Street TIF Fund,Finance,Tax Agency Distribution,"-686,428",‐,‐
2072,41300,101,582100,Madison Street TIF Fund,Finance,Loss on Investments,‐,"-154,849",‐
2072,41300,101,591812,Madison Street TIF Fund,Finance,Transfer To Capital Bldg Impr,‐,‐,‐
2072,41300,101,591896,Madison Street TIF Fund,Finance,Payment to Escrow Agent,‐,‐,"-6,300,000"
2038,41300,101,582100,Motor Fuel Tax Fund,DPW ‐ Administration,Loss on Investments,‐,"-11,220",‐
2038,43710,101,591801,Motor Fuel Tax Fund,DPW ‐ Administration,Transfer To General Fund,"-1,500,000","-1,600,000","-1,270,000"
2081,41300,101,530667,SSA#1‐ Downtown Oak Park,Finance,External Support,"-673,583","-697,926","-676,083"
2081,41300,101,530675,SSA#1‐ Downtown Oak Park,Finance,Bank Charges,‐,‐,-4
2081,41300,101,540692,SSA#1‐ Downtown Oak Park,Finance,Electricity,"-5,606",‐,‐
2081,41300,101,582100,SSA#1‐ Downtown Oak Park,Finance,Loss on Investments,‐,-85,‐
2090,41300,101,530675,SSA#7 Elmwood & Rossell,Finance,Bank Charges,‐,‐,-15
2090,41300,101,570959,SSA#7 Elmwood & Rossell,Finance,Streetscaping,‐,‐,‐
2310,41020,101,510501,Sustainability Fund,Village Manager's Office (VMO),Regular Salaries,"-74,583","-16,690",‐
2310,41020,101,510506,Sustainability Fund,Village Manager's Office (VMO),"Equip Allow (Auto,Phone,Tools)",-580,-145,‐
2310,41020,101,510519,Sustainability Fund,Village Manager's Office (VMO),Vacation Time Payout,‐,-126,‐
2310,41020,101,520520,Sustainability Fund,Village Manager's Office (VMO),Life Insurance Expense,-83,-24,‐
2310,41020,101,520521,Sustainability Fund,Village Manager's Office (VMO),Health Insurance Expense,"-13,065","-6,107",‐
2310,41020,101,520522,Sustainability Fund,Village Manager's Office (VMO),Social Security Expense,"-4,411",-939,‐
2310,41020,101,520523,Sustainability Fund,Village Manager's Office (VMO),Medicare Expense,"-1,032",-220,‐
2310,41020,101,520527,Sustainability Fund,Village Manager's Office (VMO),IMRF Contributions,"-10,770","-2,582",‐
2310,41020,101,530650,Sustainability Fund,Village Manager's Office (VMO),Conferences Training,‐,-184,‐
2310,41020,101,530656,Sustainability Fund,Village Manager's Office (VMO),Grant Contractuals,-250,‐,‐
2310,41020,101,530667,Sustainability Fund,Village Manager's Office (VMO),External Support,‐,"-19,478","-56,831"
2310,41020,101,550601,Sustainability Fund,Village Manager's Office (VMO),Printing,‐,‐,‐
2310,41020,101,550602,Sustainability Fund,Village Manager's Office (VMO),Membership Dues,"-1,265",‐,‐
2310,41020,101,550603,Sustainability Fund,Village Manager's Office (VMO),Postage,-95,-214,‐
2310,41020,101,550605,Sustainability Fund,Village Manager's Office (VMO),Travel & Mileage Reimbursement,-103,-373,‐
2310,41020,101,560620,Sustainability Fund,Village Manager's Office (VMO),Office Supplies,-448,‐,‐
1050,41020,101,530650,"Travel, Training & Wellness",Village Manager's Office,Conferences Training,"-3,900","-7,620","-38,630"
1050,41030,101,530650,"Travel, Training & Wellness",Adjudication,Conferences Training,-425,-698,-20
1050,41040,101,530650,"Travel, Training & Wellness",Information Technology,Conferences Training,‐,‐,-30
1050,41040,612,530650,"Travel, Training & Wellness",Information Technology,Conferences Training,‐,‐,-10
1050,41070,101,530650,"Travel, Training & Wellness",Legal ‐ Law,Conferences Training,‐,‐,-40
1050,41080,101,530650,"Travel, Training & Wellness",Human Resouorces,Conferences Training,‐,‐,"-2,900"
1050,41110,101,530650,"Travel, Training & Wellness",Communication,Conferences Training,‐,‐,-378
1050,41300,101,530650,"Travel, Training & Wellness",Finance,Conferences Training,‐,‐,-30
1050,42400,101,530650,"Travel, Training & Wellness",Police,Conferences Training,‐,‐,"-2,900"
1050,42500,101,530650,"Travel, Training & Wellness",Fire ‐ Admin,Conferences Training,‐,‐,"-3,290"
1050,43710,101,530650,"Travel, Training & Wellness",DPW ‐ Administration,Conferences Training,‐,‐,-40
1050,43730,101,530650,"Travel, Training & Wellness",DPW ‐ Water,Conferences Training,‐,‐,-50
1050,43740,101,530650,"Travel, Training & Wellness",DPW ‐ Street Services,Conferences Training,‐,‐,-80
1050,43770,101,530650,"Travel, Training & Wellness",Parking Services,Conferences Training,‐,‐,"-2,900"
1050,43900,101,530650,"Travel, Training & Wellness",DPW ‐ Fleet Services,Conferences Training,‐,‐,-90
1050,44550,612,530650,"Travel, Training & Wellness",Health ‐ Health Services,Conferences Training,‐,-371,
1050,44560,612,530650,"Travel, Training & Wellness",Health ‐ Health Grants,Conferences Training,‐,‐,-10
1050,46260,101,530650,"Travel, Training & Wellness",Development Customer Services,Conferences Training,‐,‐,"-3,015"
1050,41020,101,530667,"Travel, Training & Wellness",Village Manager's Office,External Support,‐,‐,"-3,292"
1050,41300,101,530667,"Travel, Training & Wellness",Finance,External Support,‐,"-2,750",
1050,41020,101,550602,"Travel, Training & Wellness",Village Manager's Office,Membership Dues,‐,"-3,980","-3,980"
1050,41300,101,550605,"Travel, Training & Wellness",Finance,Travel & Mileage Reimbursement,-250,‐,
1050,41020,101,550606,"Travel, Training & Wellness",Village Manager's Office,Books & Subscriptions,,,
1050,41010,101,560625,"Travel, Training & Wellness",Board of Trustees,Clothing,‐,‐,-243
1050,46260,101,560625,"Travel, Training & Wellness",Development Customer Services,Clothing,‐,"-2,263",
1050,41020,101,560638,"Travel, Training & Wellness",Village Manager's Office,Special Events,‐,‐,-60
1050,41110,101,560638,"Travel, Training & Wellness",Communication,Special Events,‐,-72,
1050,41020,101,560651,"Travel, Training & Wellness",Village Manager's Office,Employees Awards Recognition,‐,"-4,084",
1050,41030,101,570711,"Travel, Training & Wellness",Adjudication,Software,‐,"-53,001","-25,928"
1050,41020,101,570720,"Travel, Training & Wellness",Village Manager's Office,Computer Equipment,‐,-660,
3012,43790,101,540673,Capital Bldg Improvements,DPW ‐ Building Maintenance,Building Maintenance,"-379,649","-319,146","-1,404,003"
3012,43780,101,550603,Capital Bldg Improvements,DPW ‐ Building Maintenance,Postage,‐,"-5,300",-20
3029,43790,101,540673,Equipment Replacement Fund,Finance,Building Maintenance,‐,‐,"-20,532"
3029,41300,905,550689,Equipment Replacement Fund,Finance,Operational Mainten Support,‐,‐,‐
3029,41040,884,540690,Equipment Replacement Fund,Finance,Telecommunication Charges,"-27,797","-43,754","-11,601"
3029,41300,905,540690,Equipment Replacement Fund,Finance,Telecommunication Charges,‐,‐,"-41,383"
3029,41300,905,540694,Equipment Replacement Fund,Finance,Public Works Disposal Costs,‐,‐,-621
3029,41300,905,570290,Equipment Replacement Fund,Finance,WAN Equipment,"-2,990",-184,‐
3029,41040,884,570292,Equipment Replacement Fund,Finance,Telephone System Equipment,‐,"-219,369","-370,177"
3029,41300,884,570292,Equipment Replacement Fund,Finance,Telephone System Equipment,‐,‐,"-28,570"
3029,41040,882,570294,Equipment Replacement Fund,Finance,Printers,"-8,508","-10,479",-234
3029,41300,905,570294,Equipment Replacement Fund,Finance,Printers,‐,‐,"-8,173"
3029,41300,714,570711,Equipment Replacement Fund,Finance,Equipment,‐,‐,‐
3029,41300,910,570711,Equipment Replacement Fund,Finance,Equipment,‐,-641,‐
3029,41300,101,570711,Equipment Replacement Fund,Finance,Equipment,‐,‐,‐
3029,41300,905,570711,Equipment Replacement Fund,Finance,Software,‐,‐,‐
3029,41300,909,570711,Equipment Replacement Fund,Finance,Software,‐,‐,"-27,845"
3029,41300,910,570711,Equipment Replacement Fund,Finance,Software,‐,‐,"-247,872"
3029,41300,915,570711,Equipment Replacement Fund,Finance,Software,‐,‐,"-4,200"
3029,41300,101,570720,Equipment Replacement Fund,Finance,Software,‐,‐,‐
3029,41010,882,570720,Equipment Replacement Fund,Finance,Computer Equipment,-472,‐,‐
3029,41300,905,570720,Equipment Replacement Fund,Finance,Computer Equipment,‐,‐,"-106,910"
3029,41300,906,570720,Equipment Replacement Fund,Finance,Computer Equipment,"-74,297",‐,"-15,995"
3029,41300,911,570720,Equipment Replacement Fund,Finance,Computer Equipment,‐,‐,‐
3029,41040,882,570720,Equipment Replacement Fund,Finance,Computer Equipment,"-4,341","-18,085",‐
3029,41110,882,570720,Equipment Replacement Fund,Finance,Computer Equipment,"-6,505","-24,371","-8,650"
3029,41300,906,570720,Equipment Replacement Fund,Finance,Computer Equipment,‐,"-2,704",‐
3029,41300,910,570720,Equipment Replacement Fund,Finance,Computer Equipment,"-35,150","-34,167","-4,553"
3029,41300,101,582100,Equipment Replacement Fund,Finance,Loss on Investments,‐,-122,‐
3032,43900,851,530666,Fleet Replacement Fund,DPW ‐ Fleet Operations,Closing Fees,-500,‐,‐
3032,43900,851,530667,Fleet Replacement Fund,DPW ‐ Fleet Operations,External Support,"-1,034",‐,‐
3032,43900,101,570750,Fleet Replacement Fund,DPW ‐ Fleet Operations,Vehicles,‐,‐,"-183,648"
3032,43900,851,570750,Fleet Replacement Fund,DPW ‐ Fleet Operations,Vehicles,"-170,220","-112,751","-4,220"
3032,43900,857,570750,Fleet Replacement Fund,DPW ‐ Fleet Operations,Vehicles,‐,"-983,144","-107,016"
3032,43900,858,570750,Fleet Replacement Fund,DPW ‐ Fleet Operations,Vehicles,‐,"-31,975","-72,968"
3032,43900,857,570750,Fleet Replacement Fund,DPW ‐ Fleet Operations,Vehicles,‐,‐,‐
3032,43900,851,570751,Fleet Replacement Fund,DPW ‐ Fleet Operations,Capital Lease Interest Expense,"-27,697","-51,771","-44,172"
3032,43900,858,570751,Fleet Replacement Fund,DPW ‐ Fleet Operations,Capital Lease Interest Expense,"-3,219","-1,637",‐
3032,43900,851,570752,Fleet Replacement Fund,DPW ‐ Fleet Operations,Capital Lease Principal,"-95,762","-200,421","-212,860"
3032,43900,858,570752,Fleet Replacement Fund,DPW ‐ Fleet Operations,Capital Lease Principal,"-39,508","-41,111",‐
3095,43780,101,510501,Capital Improvement Fund,DPW ‐ Capital Projects,Regular Salaries,"-1,450",‐,‐
3095,43700,101,510501,Capital Improvement Fund,DPW ‐ Capital Projects,Regular Salaries,"-4,155","-1,471",‐
3095,46260,101,510501,Capital Improvement Fund,DPW ‐ Capital Projects,Regular Salaries,-529,"-66,934","-68,128"
3095,43780,721,510501,Capital Improvement Fund,DPW ‐ Capital Projects,Regular Salaries,"-319,966","-232,221","-163,805"
3095,43700,721,510501,Capital Improvement Fund,DPW ‐ Capital Projects,Regular Salaries,-728,‐,‐
3095,43780,101,510503,Capital Improvement Fund,DPW ‐ Capital Projects,Overtime,‐,‐,‐
3095,43780,721,510503,Capital Improvement Fund,DPW ‐ Capital Projects,Overtime,"-6,330",-536,-806
3095,46260,101,510506,Capital Improvement Fund,DPW ‐ Capital Projects,"Equip Allow (Auto,Phone,Tools)",‐,-237,-253
3095,43780,101,510518,Capital Improvement Fund,DPW ‐ Capital Projects,Seasonal Employees,‐,‐,‐
3095,43780,721,510519,Capital Improvement Fund,DPW ‐ Capital Projects,Vacation Time Payout,‐,"-9,744",‐
3095,43780,101,520520,Capital Improvement Fund,DPW ‐ Capital Projects,Life Insurance Expense,‐,-48,‐
3095,43700,101,520520,Capital Improvement Fund,DPW ‐ Capital Projects,Life Insurance Expense,-2,‐,‐
3095,46260,101,520520,Capital Improvement Fund,DPW ‐ Capital Projects,Life Insurance Expense,‐,-42,-49
3095,43780,721,520520,Capital Improvement Fund,DPW ‐ Capital Projects,Life Insurance Expense,-215,-158,-121
3095,43700,721,520520,Capital Improvement Fund,DPW ‐ Capital Projects,Life Insurance Expense,‐,‐,‐
3095,43780,101,520521,Capital Improvement Fund,DPW ‐ Capital Projects,Health Insurance Expense,‐,‐,‐
3095,46206,101,520521,Capital Improvement Fund,DPW ‐ Capital Projects,Health Insurance Expense,‐,‐,‐
3095,46260,101,520521,Capital Improvement Fund,DPW ‐ Capital Projects,Health Insurance Expense,‐,"-7,242","-8,410"
